account_id,customer_id,card_number,account_type,account_tier,account_standing
7e1b2526-e00d-49a0-8ef8-16e8d6e67287,c6d7adb7-0b9a-42a4-be95-da9fb1a2acb6,5258-9563-2576-8027,credit,silver,yellow
32ef6570-247a-4da4-ba81-065ffc84cfcd,b0cbb295-848f-4691-84b0-37a00b85e251,5454-6317-2021-1889,credit,gold,yellow
cee0a2b4-2e75-4c31-8ecc-92708e08255e,e34d1ae7-d9e5-436c-a3f9-5397d7b0cabd,5121-3205-5184-1864,credit,bronze,yellow
f0fc5183-9b85-42ab-ab68-f8ce5554223a,fe7d583a-cdd9-4ddc-b018-24afb54064f6,5527-9116-3306-9068,credit,gold,green
af632545-86db-42d6-bc53-860a9fdbf12b,2e55fac0-907d-4fae-8b9b-a11325f4a72a,5288-7733-5591-3223,credit,gold,yellow
d11c37c6-439e-4741-8d3a-3f21c6624b84,a50e454f-6faa-4ffd-989e-88d5593fc547,5517-8337-2968-8217,debit,gold,yellow
676071db-e220-4a5e-8957-5fb58d2179f8,d72ca6b3-0d53-4c16-9f9e-f0ecc1ab4d9c,5514-7177-5232-9224,debit,platinum,yellow
b43f1b79-76a3-43db-bc76-04f2d901519e,e6a44dfc-7162-48ca-8ea7-f529a8fb1a76,5511-5296-3147-3450,credit,silver,green
a7e438e5-18af-4f17-832b-7e88ea26e29e,fefe37bc-c73a-4b2a-ba1d-76822c9cc0cd,5227-5081-3312-9526,debit,platinum,yellow
ad3d7638-de84-4cc9-80dd-cabf8494938b,4d215fbf-ff78-46d0-9f11-eb26aa532af3,5417-8197-4563-0060,debit,gold,red
5675c123-b006-4fb3-b4cb-a84782f68221,954983b3-62d1-4b32-bd96-8b118157da12,5129-2686-9353-2929,credit,gold,green
02b535d6-5d1b-4455-96b6-c0f1f9425e8b,1a278630-4d27-4c3f-8901-3e0fa881daf6,5327-5799-9824-1523,debit,bronze,green
6b45b7b8-a2b0-4049-818f-8f5c57b777a6,39ff4d0b-9e0b-4904-bb2d-c6064e9034f1,5390-7847-9796-6583,debit,platinum,red
9fb3c5e7-e41f-4f2e-b010-37eceefe6405,0e2b019f-79fb-44f2-a16c-b7e4ad6f79bb,5258-0936-2750-7109,credit,gold,yellow
a20cad0e-6441-45bb-84dc-d84d89a68102,e9cd35dc-b9f1-43bc-bb4f-d9b04faa9a90,5591-0570-6072-2240,debit,silver,red
eca41227-20cf-4ddb-b36a-f0e48ba8a2d8,eca1d104-6311-4fbd-b461-aa875cb226d7,5140-5921-4208-9362,credit,gold,red
edf067d4-a46b-4b5d-8053-dca6467c7895,933f0564-ed7d-417d-96d5-5d331e385fc6,5180-4360-8198-7031,debit,bronze,yellow
ab830e96-5485-4a9a-95cf-85137ca6e020,9ee5c860-5832-4ebb-947b-109266f660cb,5500-9275-9684-2912,debit,gold,yellow
4568c779-4bf0-42f4-8a3e-593ac1d9141b,37832a59-d33a-4b45-b47f-ad1b3bbaae56,5127-8963-8521-2665,credit,bronze,green
8638b9ad-b977-48c2-837c-de087aec3c0f,93e4285e-60d9-4ba5-96bd-e00f260cc29a,5313-7442-4126-6646,debit,bronze,yellow
93446db7-011e-4957-8806-14ba8fffaae8,90e45254-9eeb-4f9c-83c7-3c80bb0be303,5521-5353-6169-8503,credit,platinum,yellow
b9c3bdb9-e806-44c0-9ee8-bbeb097d931e,6dcf7015-0690-49d4-bf86-377ba745eef9,5168-6553-2025-6835,debit,silver,green
b439566c-c195-44cb-a97d-1a5c0fb31b2a,8bab0e12-d870-4f36-8011-9887ff6b331d,5545-4726-0446-4448,credit,bronze,red
196cb757-e690-42b8-a1ce-5705b6280542,586dc7e3-1688-4598-a3f5-fa27a6c8ece6,5205-0592-7202-5238,debit,gold,green
068c5171-d215-4d70-8d43-891efb7a9e64,08400675-61bb-4dd6-8824-af5484f24a04,5593-3169-9993-2165,debit,bronze,red
1f095d2d-d0f0-4a77-9793-73de19d86fc3,2cbcbffc-13fd-4243-a4d3-8345c7d21b7b,5217-1738-7395-6158,debit,bronze,green
c1f0dc93-5eee-41c6-bb3c-2fb34164bb9f,0a3601c3-ed8d-4415-adeb-ca6e79106ee6,5161-3076-1573-0333,debit,bronze,red
5d070646-ef9e-4e92-9cd3-74d074f5d7b3,db4cc7da-fca8-41ec-b741-edf86806eb19,5576-6658-2762-1411,credit,platinum,red
20ed2d98-8849-4fce-a254-f9f8d4f34687,dd448cf5-510e-44fd-9833-9ed3e6ab791f,5528-4113-9644-5687,debit,gold,red
438ee759-1038-4edb-af72-1146599bc39a,b75bc346-87d0-4428-aa0f-e0d058cfbc4c,5431-0138-1834-1308,credit,gold,yellow
fbac9ab2-e6e4-4f2f-9462-dba703bdb7fb,5c05a136-47b8-4224-870a-084fa78dc02f,5522-7016-1501-4215,credit,silver,red
9dcadfa1-b2a2-4c37-8ce2-6613df8d897e,c9bb1a97-1da3-4d4c-b9d6-ead7eb2bcd08,5147-1280-7941-5180,debit,gold,green
c47e0e14-850d-4a3b-b073-88725616c913,89663117-b656-4088-91ee-8e1253407868,5519-7204-3079-7387,credit,platinum,green
be030f65-1299-4cd7-a603-1399b165f10a,3751264f-1fcd-4117-a21b-ee27149f3ab1,5128-7772-0068-4917,credit,gold,green
56898906-7de1-48cf-91a9-9843a25604d0,dddd77e7-2b9b-4cdc-bfbb-1fc3f69d930b,5518-5630-3374-4963,debit,silver,red
a4cae456-ad8b-4357-90a1-90f4910d06a2,8feed571-77cf-4fe2-9d65-17c4647ca403,5248-3153-0135-0982,debit,gold,red
b2c25bea-845d-4c2c-a476-6383e0af5648,59bf4c4e-398d-40cc-a48c-32a9393e115e,5470-1750-6395-7450,credit,bronze,green
648d47d6-180a-4634-9731-5af9f09d28be,2c6e3e5d-963e-4383-b7d9-59ecdd9193c3,5210-0786-0288-5361,credit,silver,yellow
5742ca91-fac3-4578-8f05-8c9110fdb801,b153667b-8686-4503-9c62-1a52f5441379,5334-1642-6133-6689,debit,bronze,red
fb5f5800-7795-47ce-ba7d-449767b0db0f,b95a2fbd-7430-49f8-94c2-d8279374c77b,5537-6085-3453-9961,credit,platinum,green
04a78ab5-f9bd-40c5-9994-29e45a324c15,ff720f4c-ed64-4d67-a291-c4bd380790ea,5418-2061-6392-1941,credit,platinum,green
4085a067-2a89-4764-b520-2bf891dca04e,1a69c2b5-b742-44da-8cb5-81821a93729c,5471-3989-4981-7487,credit,gold,green
83c778f1-bd80-42a4-9460-ade8ada0c985,449b7e4d-171d-4f33-913c-4fdfa6213677,5366-2181-8405-1592,debit,silver,red
49f3da83-de40-4399-b898-9d80b8f77b59,5c329a4a-3710-466a-b296-5875c9d980e3,5341-7646-9595-8924,credit,platinum,yellow
6e17dad8-4130-45c7-9bb9-9b560939454d,5b1d074a-0a5a-4ffe-8b7e-f6dcc5feb618,5266-6340-4044-7983,debit,silver,yellow
d8ac2010-137a-44b5-a269-1848944be034,c6a0ae30-7d8b-45c7-b142-0acf064dc9e5,5521-4710-0753-8277,debit,bronze,red
174eb81f-5017-4b52-a6cf-ffa65ea1ef41,438f4d5e-d68b-4a87-93b1-6921c67cbd4b,5362-3770-8515-9856,debit,platinum,green
b141d0dc-4586-46a2-8405-d1cd0f0e07bf,8db3b5b7-6cbf-4858-9910-04a05b815eb5,5581-0685-8519-4171,credit,gold,yellow
ee509154-3c8b-4d4e-99fb-c51de747e0fb,f0e54e72-db8c-4284-9a1d-56b30a1f2bbd,5247-2729-8623-0784,debit,silver,green
a6960210-66be-4292-9ca1-f622e8b3c06b,f08fc9a4-243e-45e0-9805-826aa43d6990,5175-8676-3491-1812,debit,gold,green
33abf237-7c92-4a7f-903b-33fe38ed0107,3e2d39e6-0b7b-48e9-9d53-262759ff80ac,5102-9930-9034-8030,debit,bronze,yellow
2275a84e-67a3-4be2-b439-b0513493bba1,2fa73d86-5673-4f2a-a480-51d56a8e6383,5175-2397-1376-8200,debit,platinum,green
ed9cc93d-6374-42ab-ae87-2bba4e7474c0,d614dcb0-f83f-459f-85ed-d37e24969810,5561-6731-3362-1684,debit,bronze,yellow
574f537b-7765-4248-a8f2-83f51a4ae770,0579a3fc-a0b3-454c-9c8f-fca3a781e880,5465-9271-2422-1863,debit,platinum,yellow
5d26b64b-ce34-4a77-9893-1e9c0c13f382,cbabde1f-2d3c-4ae7-ae60-0e15951ebad2,5426-0986-7830-5169,credit,silver,green
e08634bf-df8f-42e6-bc0b-8bcc3e148b08,df8949bf-2ad5-4f45-a670-a27e920e07e8,5580-0854-7271-3252,credit,bronze,yellow
68249fe3-c71b-46d5-b51a-f5af5e6d5b53,bf8b8701-fba8-4b9d-bfa4-d76cc37123b4,5181-7661-3626-5101,credit,bronze,red
66668eab-7c06-4002-9710-6cfb2545046c,8a3d654d-2fd0-4928-aa1c-783ed395ef7a,5232-0430-1388-1213,credit,bronze,yellow
92f30a1f-1d46-47f3-af0e-dca3224574a6,e852bfe5-ba0e-44a0-abd5-b61587e845d0,5486-4735-8352-6307,debit,silver,green
f2a6317e-d8d7-4f7a-b69d-1066adb1ec2d,0cb35563-31b2-4309-8e93-db14211b178a,5562-6160-7820-0831,debit,platinum,yellow
b1899390-f805-4876-8c08-80c6383865fa,fff061c2-5e29-4074-b38e-06c05810162d,5423-3164-0437-0254,credit,gold,red
70fa51ea-9f1b-4a0b-b1c3-67451359679c,301a03c6-ff11-421a-bcf2-89f34894bef0,5275-6198-3173-7899,credit,bronze,yellow
b5492e2e-fc32-4e49-b3e2-564ba7b6fc4a,e56a86ef-09ae-4654-84b9-8eacd4b32c49,5266-8034-4584-6319,debit,gold,green
8313fa0b-391e-4951-8671-3427b1a2a71f,85cfc7ba-2fa2-4d7d-8dbc-d58e14649397,5373-9912-0763-9087,credit,platinum,red
48717c89-57db-4483-9c2f-f94fd9ae1cec,7c9cf1c7-bd53-4f84-80e3-1b0b6c25d678,5236-2849-0881-9787,debit,silver,green
75b87888-0b6e-4b7c-ba2c-34b47fd30e59,5c06da5f-6ff5-4349-8d5c-7e761b2a5fe6,5360-0414-5744-3635,debit,gold,yellow
0b2cce50-596c-4011-acb9-1b83886c8fb7,7ab1bf01-351e-409e-a624-db84f38fb2e3,5358-1390-1919-7857,debit,silver,red
6966aa24-d5c6-4994-b99a-34826d67af72,a6daa0a9-1772-4af1-ab57-943a801168eb,5414-6636-5600-7683,debit,silver,green
af18a2ce-14e2-4213-a270-36c6dc12bf49,fe76634a-4cf7-4aac-8d54-4ed7e8633444,5213-6273-6489-6607,debit,platinum,red
5af7d22c-0406-417a-a4b0-066f76b557c4,76cdf8b3-fd7f-4ca9-be84-56aeaf8393d5,5325-1395-9376-5889,debit,platinum,red
d80b85f8-2ae4-443f-bb99-0570d11df05d,8e1cb0bc-895b-4133-8e89-b13d88f1bbd2,5559-7984-0211-7249,credit,silver,green
fabf9276-aa1f-4f48-8580-9b818d9daf76,36a5bdb7-7475-4e02-b34e-ef1fc42e0d36,5504-9647-3620-4543,credit,silver,green
93b7348c-2831-4db6-9417-58f1285eb422,edab792c-457e-46d6-b509-0a5dfaed96ee,5264-6602-3407-1430,credit,platinum,green
3f739ca9-f965-4116-ab10-6a204b869071,d677f5d2-7b91-4b0b-a522-94c46d9d82ee,5424-7963-6313-0410,debit,bronze,red
9220ccc6-319a-4842-9969-1df02ddc5181,fef3f741-5046-4321-96a6-8bdaf835be8e,5404-6472-1640-9796,debit,platinum,yellow
0058f763-6431-4b32-a1f0-c00aa5917d8f,e977db7b-5fb0-49fd-9bcf-efbeb77adafa,5501-2280-7376-4342,debit,bronze,green
411d34f7-6f75-4fd2-b4c6-bff69e35e35e,eade56bf-6d3f-4cb5-8874-5c135c763506,5415-8096-7782-2522,credit,platinum,yellow
e4a670ad-fc1d-4f0b-b38e-e8a682452357,b4c1dbfe-b775-4bac-944a-5fd3735c3a25,5354-0484-5111-0878,credit,platinum,yellow
5c66cda3-4da0-4c32-b7de-717173b90c4c,e3aaac5c-4562-4b90-a2eb-fd4bad1c1141,5389-1405-1866-1685,credit,gold,yellow
7a0a0504-e0f6-4197-99f9-bdba9d5062df,c12b86c1-47d0-4252-9500-2191b01ba145,5301-7253-8879-1268,debit,platinum,green
6b0a55e1-c5b5-4796-99a4-2abb9501b087,314421a8-6b6a-4475-bb7e-655001edd856,5293-5801-1419-8233,credit,bronze,green
2ddb4ae7-f3a0-4ee9-93d1-a0ff41e2c725,00d42a7f-0c54-404e-bf71-ad5076cdb47e,5105-1981-2407-3987,debit,platinum,red
a224c251-07b3-43f5-b84a-1cf51bb2e4f0,d18a7b03-49ea-4b23-8e7b-6bfbf8adfaa8,5230-7063-1257-1550,credit,platinum,yellow
b79b946a-dfbd-4efa-95c2-bdffb230e203,8845216c-8eaa-4a41-84b6-9aa0178d8441,5243-5866-9982-7444,debit,silver,green
8abd5e69-5b8e-430a-b42b-362dd870f3e9,3e600115-da89-49fa-957c-eab72c8d650c,5317-4961-1393-1833,credit,bronze,red
a2cc63c0-f2f5-433a-baa2-31db3e28135b,d1fd2d86-a068-4d67-91e8-cf7677420d41,5371-0072-6719-8120,credit,platinum,green
acf02486-fabd-40de-b2a0-48cd24ee0fc6,90597cb1-d0d4-4377-9317-5fbf77ddf687,5465-2734-2768-6217,debit,silver,green
b0e6d9b4-8a69-41e9-8fef-014a083cc6af,8768aaa1-bbc0-4f7c-88ea-48641cac8939,5171-8873-0751-5769,debit,bronze,green
a159fda8-784b-4676-824b-5dc968b81f9b,37936d1a-9355-4f43-9978-879f87b9a9ac,5383-1455-8620-8398,credit,bronze,yellow
0fb8beb5-277a-47f9-8d07-9de5fe36e3c7,841bf4f8-ca54-4226-bcef-b0f6f92501cb,5167-5895-6636-0855,credit,gold,yellow
67aef04b-728d-4c4e-830c-a3d03ec2c2b6,bf71988a-4a76-4fff-b35c-54cc25ffb236,5255-8642-3942-6943,debit,bronze,yellow
f46025ed-00fd-419b-8382-2d9cc9edcc86,b02c5faf-3b66-4b39-9a95-3880adc8b849,5271-4979-2913-4228,debit,gold,red
88741f2b-0493-4f0c-8f80-62470e0c1ba5,4ff9b006-f719-4864-85a7-c6d7a3d39e21,5152-8815-4835-9056,debit,bronze,yellow
15419dfa-5564-457d-b70e-d033fd754a10,25707e86-517e-430d-8d5e-bfb1912fe26b,5197-8581-1679-4424,debit,bronze,green
5a335f5c-3ab3-4ccf-80c7-3247f8131f39,a545091a-9ac7-4e34-bfcd-ad5b83bb4467,5386-2842-0012-7432,debit,silver,green
00918fab-fd9d-4a5e-809f-7d5825af5857,a41ad2b6-3b78-4832-a390-1911b5636f3f,5210-7683-3418-9443,debit,platinum,red
25d8f2fc-4d62-4bab-b550-bd6760a08e41,14b89bd8-eab0-45dd-90a4-5f598260e25e,5404-3728-0343-3469,credit,platinum,red
2f2b95dd-6c35-4e48-8829-498db49f8253,03c01976-2328-479a-a104-96b91b5e404d,5449-2734-6263-0139,credit,bronze,red
fde72859-d79e-414d-9169-80d37be122d3,2ba3bfd4-dfc5-4d7c-9029-7764afe8a1c6,5549-0786-6084-0896,debit,gold,yellow
db8f737d-fd81-4811-b9bc-3909dd8ad190,904a7b5a-b402-45c4-9bc0-f506dea7c16e,5445-8101-9049-9651,debit,bronze,green
c7c420f6-6281-48de-af1d-9005b03dd14a,68d3c63e-dda7-467a-b40d-ddf8cf7f09cb,5356-4834-1781-4230,debit,silver,green
58e325af-25bf-47e8-b071-2d8a834b1b40,ccf77210-cdd7-4432-827a-2649cfa13e12,5286-7405-5334-1087,credit,platinum,red
4e1c870a-7fa4-4486-9f7c-533031054b8e,23ba4c20-8830-4b12-9ced-142d0e116999,5207-6175-3980-8742,credit,bronze,yellow
58748824-2b04-4491-aef6-ba2b1e7348a4,3c30547d-4858-4df2-b3cf-40579796a218,5340-5120-9984-3387,credit,gold,red
6570d823-baa3-445d-9a30-14f207f72aab,18f9a5c3-9181-4929-b18c-866e816b8e52,5250-7223-2333-9247,debit,bronze,yellow
f55cb51d-6226-421c-afa8-e4af1e6ef34c,5e405f25-a722-4f65-b409-6fa29b29a806,5538-2887-6744-1208,credit,platinum,yellow
9e334cb1-8fa1-448b-b13c-a6c91e9d6385,d41860ed-ec1a-442d-bee2-bb9870aa2749,5275-9144-8984-0248,debit,silver,yellow
1854abee-3535-479d-8280-5f54a8d142fb,5349e0d5-40c5-4dbc-8e24-35578e864e02,5116-4736-7039-7602,debit,silver,yellow
2db74c32-f9c7-47e5-8a1d-38e05155d67b,35d6c5b3-c2e6-4871-bc40-13a5285109cd,5261-1541-6430-1697,debit,silver,yellow
9fd31611-01e6-4edc-a1ca-0651a9798020,d34dac50-4b50-46ec-a7fa-785e6b6d517a,5580-6643-4072-2230,credit,platinum,red
2e8a0327-7f75-4d7e-a761-27a7255bcbd6,fa9b4daa-1649-423d-b1ae-cf1f8a050885,5137-5079-3872-7723,debit,platinum,green
9cff9af2-b116-4614-84ee-c8e649f3daa0,016dec55-8a8f-4400-b903-ec85973cc332,5483-7824-3940-5752,debit,gold,green
f2942f2b-7c8a-422c-8120-8cd16a1223a4,f5b03adc-1c25-4563-987c-718cef573f14,5377-0340-9975-7687,credit,platinum,yellow
b013d68c-d0cd-46b1-b96b-c78ebade5c8f,8411769b-718b-4046-9787-575837bcf6d5,5172-8084-9919-3966,credit,silver,red
5d032933-133d-49bb-a8e7-23631da9384d,8f62ffd5-a0f8-4693-8140-ed275fa1fa3e,5568-8126-3869-9232,debit,gold,yellow
dd835529-6ab2-43cb-a95b-f2b63b7d0e00,3a998db5-81f4-4c60-aa89-0cb0fc0ac3ee,5580-6903-0750-9229,debit,gold,green
0be5b7db-c020-471a-8eb2-dcfce6b9389d,a395b669-8245-4c0c-9dd5-27692524d7c1,5256-5405-2483-5175,credit,platinum,green
af9e2e4f-9597-4208-a251-dd0ecda3fca3,0e92ed18-4bba-4ce2-8d40-7f21a8a7f744,5254-4124-1052-6544,debit,platinum,green
e7c5e1a4-9afe-4694-adda-47c3a5aa1908,18cb8e75-672d-420d-8fb7-803c29a26ac4,5421-9318-0880-1241,credit,gold,yellow
ce5529e8-a979-4084-8511-edd608da9bec,90fae8f7-1a95-401b-9c64-0cf687bab3f7,5209-8632-6140-3058,debit,gold,red
ce034b59-0557-4583-8f0c-f87ec9497308,90618372-3773-4213-9551-04bf98a3a3c9,5318-2433-6453-8522,credit,platinum,green
cb4d32be-9268-4e8f-866f-6d3dd934228c,00eab0d6-4d94-4a22-8d80-59ebdebb6cc8,5433-8833-4901-8627,credit,gold,green
ba44d31b-99c5-4f8d-9051-c9837e7aa731,60db5226-bcbe-46dc-9326-28f70af9c750,5564-7143-5084-8134,credit,gold,red
13519ec7-360b-4476-bd38-666ef6996738,25ff3e58-9c3f-4344-80b8-4239b4ee71ec,5385-5671-6359-5830,credit,bronze,yellow
49868dae-8307-47ad-93a3-31b00d999941,602866db-2e23-4c24-b9cc-4225c0f19bd5,5176-5947-1842-8864,debit,gold,red
c522fa8e-bd41-47be-a168-6551b79142ef,316ac9c4-16a0-49c8-ae19-91c48755c585,5532-8753-8739-2377,credit,silver,green
